"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Margin of Error!!Households!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Margin of Error!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Margin of Error!!Families!!Total","Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Margin of Error!!Families!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"1400000US11001007409","Census Tract 74.09; District of Columbia; District of Columbia","1815","344","23.8","14.7","8.1","5.5","15.5","7.3","4.2","5.2","12.6","8.5","14.8","7.2","12.0","7.7","4.5","4.4","2.3","2.2","2.2","2.3","33495","18421","53360","18317","35.0","(X)","(X)","(X)","(X)","(X)","1009","379","28.9","23.7","4.7","6.0","16.5","13.2","4.9","7.9","19.6","14.5","14.1","10.4","9.8","10.7","0.0","4.4","1.6","2.5","0.0","4.4","-","**","36881","11586","(X)","(X)","24.9","(X)","(X)","(X)","172","120","4.1","7.0","0.0","22.7","21.5","32.9","28.5","37.7","8.1","13.0","28.5","32.3","0.0","22.7","0.0","22.7","9.3","15.5","0.0","22.7","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","806","202","17.4","11.5","12.4","8.6","14.4","10.7","3.3","5.1","3.8","4.4","17.5","12.6","15.4","12.3","10.0","9.7","2.5","3.5","3.2","3.8","48625","45630","70345","34019","(X)","(X)","(X)","(X)","47.6","(X)",
"1400000US11001007502","Census Tract 75.02; District of Columbia; District of Columbia","1818","311","12.0","7.7","14.4","8.1","8.0","5.4","8.9","11.1","13.3","6.8","18.2","8.9","7.6","5.4","13.8","8.6","3.9","4.5","0.0","2.4","41044","11118","50794","9090","29.6","(X)","(X)","(X)","(X)","(X)","1092","335","14.4","11.0","12.3","11.0","9.7","7.8","12.3","17.1","8.3","7.1","18.4","12.7","3.9","5.1","18.9","13.5","1.8","2.8","0.0","4.0","36705","22179","49918","11839","(X)","(X)","34.8","(X)","(X)","(X)","159","90","6.9","10.9","3.1","7.3","11.3","17.8","0.0","24.3","13.8","21.0","24.5","27.9","18.2","27.1","22.0","23.9","0.0","24.3","0.0","24.3","59267","43320","N","N","(X)","(X)","(X)","(X)","(X)","(X)","726","199","8.4","7.5","17.6","11.6","5.5","6.0","3.9","4.9","20.7","11.8","20.7","12.9","10.2","8.9","6.1","7.0","7.0","10.2","0.0","6.0","41798","11786","51706","13799","(X)","(X)","(X)","(X)","21.9","(X)",
"1400000US11001007503","Census Tract 75.03; District of Columbia; District of Columbia","923","127","17.1","8.6","13.4","6.7","11.8","8.7","4.7","3.9","15.7","8.3","8.7","5.0","4.4","2.6","5.9","3.9","8.2","4.9","10.1","10.1","37218","12501","73993","28622","42.1","(X)","(X)","(X)","(X)","(X)","410","107","8.0","8.3","17.3","13.0","10.2","9.7","4.9","3.9","9.8","8.3","10.5","6.1","3.4","4.1","6.1","6.3","10.7","7.9","19.0","20.9","47321","43014","106934","57341","(X)","(X)","40.5","(X)","(X)","(X)","158","105","0.0","24.4","0.0","24.4","0.0","24.4","4.4","7.1","0.0","24.4","6.3","7.9","5.7","10.7","13.3","17.5","20.9","21.4","49.4","36.5","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","513","102","24.4","14.0","10.3","8.0","13.1","13.7","4.5","6.1","20.5","12.9","9.4","8.4","5.3","4.0","3.5","3.6","7.0","7.0","2.1","2.8","26250","21210","46325","13358","(X)","(X)","(X)","(X)","41.7","(X)",
"1400000US11001007504","Census Tract 75.04; District of Columbia; District of Columbia","1300","168","17.3","7.5","16.5","8.9","4.8","4.4","5.2","4.8","20.5","11.4","6.2","5.8","3.4","3.9","14.1","8.4","4.5","5.8","7.4","5.0","36802","9058","61736","12702","33.6","(X)","(X)","(X)","(X)","(X)","576","201","9.7","10.3","14.1","12.9","6.1","6.5","1.7","3.4","23.6","19.6","11.8","12.6","9.5","9.6","13.4","11.8","0.0","7.5","10.1","6.0","48370","22861","69216","18031","(X)","(X)","38.5","(X)","(X)","(X)","93","67","0.0","36.0","0.0","36.0","0.0","36.0","0.0","36.0","0.0","36.0","37.6","42.5","0.0","36.0","0.0","36.0","0.0","36.0","62.4","42.5","238558","189998","N","N","(X)","(X)","(X)","(X)","(X)","(X)","724","146","23.3","12.5","18.5","12.4","3.9","6.2","7.9","8.5","18.1","10.5","4.1","5.2","2.2","3.7","9.9","10.5","8.1","9.9","3.9","6.3","28860","18421","51073","16391","(X)","(X)","(X)","(X)","29.7","(X)",
"1400000US11001007601","Census Tract 76.01; District of Columbia; District of Columbia","2136","270","15.6","8.0","6.7","5.0","11.7","8.5","6.4","5.7","15.1","9.8","6.7","3.8","12.3","7.0","7.5","3.3","5.1","3.5","12.8","4.8","48149","10184","86070","20232","39.0","(X)","(X)","(X)","(X)","(X)","1317","301","17.6","13.4","3.0","3.5","10.2","11.5","6.4","8.4","18.7","14.8","4.3","3.2","8.1","7.5","7.4","4.7","3.9","3.5","20.3","8.4","48700","19330","103968","32907","(X)","(X)","48.7","(X)","(X)","(X)","318","110","9.1","11.5","0.0","13.2","0.0","13.2","0.0","13.2","0.0","13.2","2.8","4.4","11.9","11.7","16.0","13.4","9.1","10.4","50.9","17.6","210577","115146","N","N","(X)","(X)","(X)","(X)","(X)","(X)","819","214","12.3","11.3","12.7","10.1","14.0","12.7","6.3","5.6","9.4","8.6","10.7","8.1","18.9","14.4","7.7","5.2","7.1","5.6","0.7","1.1","40944","27277","56675","13932","(X)","(X)","(X)","(X)","23.4","(X)",
"1400000US11001007603","Census Tract 76.03; District of Columbia; District of Columbia","2107","241","8.1","5.8","3.2","3.1","4.2","3.6","7.8","5.3","8.1","5.0","19.4","8.5","16.9","8.4","12.5","7.5","13.3","9.0","6.5","5.9","74436","11822","87247","15989","40.6","(X)","(X)","(X)","(X)","(X)","797","284","7.5","7.3","0.0","5.5","0.0","5.5","11.3","11.9","2.1","3.5","6.1","6.4","14.3","10.3","20.5","15.1","21.1","20.2","17.1","14.6","123099","49686","122167","26342","(X)","(X)","46.8","(X)","(X)","(X)","314","165","0.0","13.3","0.0","13.3","0.0","13.3","0.0","13.3","0.0","13.3","12.4","15.6","27.4","22.4","9.2","10.5","11.1","11.2","39.8","28.0","192714","167772","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1310","246","10.1","8.8","5.2","4.9","6.8","5.3","5.6","4.9","11.8","8.4","25.9","11.7","18.5","12.1","7.6","8.1","8.5","8.7","0.0","3.4","55000","16699","64886","14692","(X)","(X)","(X)","(X)","36.9","(X)",
"1400000US11001007604","Census Tract 76.04; District of Columbia; District of Columbia","1814","278","5.4","3.7","0.8","1.2","7.9","5.0","9.4","5.5","12.5","6.9","12.5","5.9","23.3","10.9","11.7","6.7","5.1","3.1","11.5","4.2","79375","22105","102555","18172","37.2","(X)","(X)","(X)","(X)","(X)","706","161","0.0","6.2","0.0","6.2","1.4","2.3","12.5","12.0","10.9","10.8","16.1","11.5","12.3","10.4","13.7","10.3","9.1","6.7","23.9","10.7","95288","29407","139884","36319","(X)","(X)","59.3","(X)","(X)","(X)","342","99","0.0","12.3","0.0","12.3","2.9","4.7","4.1","5.8","0.0","12.3","14.3","12.6","0.0","12.3","17.0","17.8","18.7","12.4","43.0","17.3","180750","43305","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1108","294","8.8","6.4","1.3","2.0","12.0","8.5","7.5","5.0","13.5","8.8","10.2","6.1","34.0","15.4","6.6","7.5","2.5","2.3","3.5","3.2","65357","34312","78230","22584","(X)","(X)","(X)","(X)","23.1","(X)",
"1400000US11001007605","Census Tract 76.05; District of Columbia; District of Columbia","1926","374","23.4","13.8","0.0","2.3","7.4","5.1","8.3","5.5","10.5","6.0","30.8","11.9","6.3","4.4","4.4","4.0","3.9","3.0","5.0","3.9","50223","14814","60931","16653","51.2","(X)","(X)","(X)","(X)","(X)","713","171","3.2","4.7","0.0","6.1","8.3","7.7","2.7","4.2","10.2","9.5","40.0","14.1","13.3","9.4","1.7","3.0","15.1","10.0","5.5","5.4","65382","9302","85221","16054","(X)","(X)","57.8","(X)","(X)","(X)","169","82","0.0","23.1","0.0","23.1","0.0","23.1","0.0","23.1","8.3","13.7","41.4","26.3","13.0","15.2","0.0","23.1","14.2","15.6","23.1","21.4","80114","62663","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1213","396","35.2","18.0","0.0","3.6","6.8","6.2","11.5","8.4","10.6","7.2","27.3","16.0","0.4","0.8","6.0","5.8","0.0","3.6","2.1","2.8","32176","16582","40471","11815","(X)","(X)","(X)","(X)","47.4","(X)",
"1400000US11001007703","Census Tract 77.03; District of Columbia; District of Columbia","2340","356","21.2","10.4","6.8","6.7","3.6","3.3","6.2","5.0","5.7","6.2","22.5","14.4","13.7","9.2","12.5","8.8","4.2","3.3","3.5","3.8","59369","24077","64670","12413","45.2","(X)","(X)","(X)","(X)","(X)","1370","375","17.1","14.6","6.6","10.2","3.4","4.3","7.9","7.3","2.7","4.7","20.2","19.0","23.4","14.8","11.8","9.4","2.6","4.4","4.4","5.9","71894","15016","71780","20599","(X)","(X)","54.4","(X)","(X)","(X)","285","155","3.9","6.5","0.0","14.6","0.0","14.6","22.5","29.3","0.0","14.6","5.3","9.7","25.6","21.4","30.2","30.8","12.6","18.6","0.0","14.6","93780","45890","N","N","(X)","(X)","(X)","(X)","(X)","(X)","970","231","27.1","15.3","7.2","6.9","3.9","4.6","3.9","5.6","9.9","13.1","25.7","17.8","0.0","4.5","17.3","15.5","2.7","3.3","2.3","3.6","44383","20945","54229","14585","(X)","(X)","(X)","(X)","32.3","(X)",
"1400000US11001007707","Census Tract 77.07; District of Columbia; District of Columbia","1808","283","18.0","11.2","5.4","3.5","9.4","5.5","8.8","5.8","1.4","2.3","18.3","6.6","4.2","2.6","7.0","4.0","14.3","7.4","13.2","12.3","54437","17427","104755","50757","34.7","(X)","(X)","(X)","(X)","(X)","911","291","10.8","9.6","1.9","2.2","6.7","9.3","6.9","7.4","2.7","4.5","21.6","12.2","2.9","2.9","7.7","5.6","15.8","12.2","23.1","21.6","-","**","150683","88446","(X)","(X)","46.4","(X)","(X)","(X)","378","251","2.4","4.8","2.4","4.1","0.0","11.2","3.2","5.6","0.0","11.2","4.2","8.1","2.9","5.5","8.2","11.1","33.9","31.0","42.9","40.4","170000","145996","N","N","(X)","(X)","(X)","(X)","(X)","(X)","897","225","25.3","18.9","8.9","6.8","12.2","7.0","10.8","8.9","0.0","4.9","14.9","9.2","5.6","4.7","6.4","5.4","12.8","10.0","3.1","3.8","30905","21847","57987","19303","(X)","(X)","(X)","(X)","21.0","(X)",
"1400000US11001007708","Census Tract 77.08; District of Columbia; District of Columbia","1221","178","10.9","9.5","9.6","10.2","7.5","5.5","11.3","12.0","18.3","12.0","21.0","13.9","8.2","6.2","3.2","3.4","6.0","6.4","4.0","3.1","46038","10043","70485","24965","39.0","(X)","(X)","(X)","(X)","(X)","496","141","0.0","8.7","6.7","9.9","7.7","10.5","6.9","7.8","29.8","24.3","14.1","18.8","10.1","9.5","12.5","14.4","2.4","4.8","9.9","7.9","49784","18957","107848","53976","(X)","(X)","45.6","(X)","(X)","(X)","87","66","0.0","37.4","0.0","37.4","5.7","12.1","14.9","25.0","0.0","37.4","0.0","37.4","16.1","29.3","24.1","38.3","2.3","19.4","36.8","38.3","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","725","215","18.3","15.6","11.6","16.1","12.0","8.9","14.3","19.0","10.3","9.4","21.2","18.0","6.9","9.1","1.4","2.3","3.9","6.1","0.0","6.0","26643","16892","40301","14041","(X)","(X)","(X)","(X)","34.5","(X)",
"1400000US11001007709","Census Tract 77.09; District of Columbia; District of Columbia","1203","301","22.8","19.7","8.6","6.7","6.7","4.3","8.8","7.0","8.9","6.2","23.3","11.1","7.1","5.7","9.5","5.8","0.5","0.8","3.8","3.9","38086","22629","53921","17258","36.4","(X)","(X)","(X)","(X)","(X)","542","300","40.2","35.0","1.3","2.2","1.3","2.0","4.4","6.3","9.6","12.5","26.8","20.1","6.1","8.9","9.2","10.7","0.0","8.0","1.1","1.8","-","**","42721","23539","(X)","(X)","41.9","(X)","(X)","(X)","83","57","0.0","38.3","0.0","38.3","0.0","38.3","0.0","38.3","25.3","25.2","7.2","11.2","3.6","10.0","56.6","33.5","0.0","38.3","7.2","10.9","103650","22336","N","N","(X)","(X)","(X)","(X)","(X)","(X)","661","141","8.5","5.9","14.7","11.2","11.0","7.1","12.4","10.9","8.3","5.7","20.4","12.5","12.6","9.6","9.7","6.4","0.9","1.4","1.5","2.0","37163","25384","50742","10193","(X)","(X)","(X)","(X)","31.9","(X)",
"1400000US11001007803","Census Tract 78.03; District of Columbia; District of Columbia","2357","441","17.4","9.0","8.3","5.3","5.5","4.6","4.9","3.4","15.6","13.9","19.8","8.8","6.4","4.3","15.4","7.6","1.9","2.1","4.8","3.4","47649","18541","68962","16165","40.6","(X)","(X)","(X)","(X)","(X)","1148","424","10.9","9.8","5.1","6.4","3.7","4.4","1.5","2.5","21.7","26.3","22.2","13.0","5.3","5.9","21.2","13.4","1.3","2.1","7.2","6.8","54346","24162","87555","33487","(X)","(X)","56.5","(X)","(X)","(X)","525","386","0.0","8.2","0.0","8.2","0.0","8.2","0.0","8.2","47.4","45.7","15.2","18.5","0.0","8.2","30.7","30.9","0.0","8.2","6.7","9.6","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1209","280","23.5","13.5","11.4","8.5","7.3","7.8","8.2","5.8","9.8","7.9","17.5","10.8","7.4","6.1","10.0","8.5","2.5","3.8","2.5","2.9","32188","27580","50508","13557","(X)","(X)","(X)","(X)","25.5","(X)",
"1400000US11001007804","Census Tract 78.04; District of Columbia; District of Columbia","1480","361","3.9","5.7","15.7","8.8","12.2","8.0","20.5","14.3","5.6","6.7","18.9","20.4","9.6","8.3","4.3","4.1","4.8","3.7","4.6","3.8","34536","20769","59134","11861","26.5","(X)","(X)","(X)","(X)","(X)","948","367","3.9","9.0","17.6","13.6","7.5","9.1","21.9","19.8","6.2","9.3","29.4","29.3","5.2","7.3","2.7","4.2","1.1","2.3","4.4","4.9","-","**","54562","15659","(X)","(X)","20.3","(X)","(X)","(X)","64","49","0.0","43.6","0.0","43.6","0.0","43.6","20.3","31.8","0.0","43.6","0.0","43.6","6.3","17.2","0.0","43.6","15.6","35.6","57.8","46.5","213750","171603","N","N","(X)","(X)","(X)","(X)","(X)","(X)","532","167","3.8","4.3","12.4","8.7","20.5","13.1","18.0","16.7","4.5","7.8","0.0","8.1","17.5","18.8","7.0","8.2","11.5","7.8","4.9","6.5","34053","31444","67282","20266","(X)","(X)","(X)","(X)","37.6","(X)",
"1400000US11001007806","Census Tract 78.06; District of Columbia; District of Columbia","1233","188","8.0","7.4","9.5","11.9","6.8","7.1","10.1","8.0","17.0","11.4","15.1","8.2","3.6","3.3","13.3","6.0","9.3","7.0","7.2","5.0","39968","33643","85255","19735","42.3","(X)","(X)","(X)","(X)","(X)","436","118","6.4","6.2","0.0","9.8","1.4","2.6","15.8","15.0","2.3","3.6","26.8","15.6","7.6","7.7","4.6","6.6","21.8","16.7","13.3","9.7","68846","57920","104901","27931","(X)","(X)","48.2","(X)","(X)","(X)","105","49","0.0","33.3","0.0","33.3","5.7","10.6","0.0","33.3","0.0","33.3","9.5","16.9","9.5","14.7","0.0","33.3","20.0","28.9","55.2","29.2","231964","125902","N","N","(X)","(X)","(X)","(X)","(X)","(X)","797","199","8.9","10.9","14.7","17.4","9.8","10.8","7.0","8.4","25.0","17.4","8.7","7.9","1.5","3.8","18.1","8.1","2.5","3.9","3.9","6.0","37705","5166","71191","26169","(X)","(X)","(X)","(X)","36.9","(X)",
"1400000US11001007807","Census Tract 78.07; District of Columbia; District of Columbia","918","196","9.5","5.2","2.9","2.8","1.7","1.8","7.3","4.6","21.9","8.6","7.4","4.6","25.8","15.4","8.5","5.9","8.7","7.0","6.2","3.9","73542","43836","82394","12973","32.5","(X)","(X)","(X)","(X)","(X)","451","78","1.8","2.6","4.4","4.9","1.8","2.6","4.9","6.3","32.8","13.9","11.3","7.3","9.5","8.7","10.0","7.8","17.7","13.2","5.8","5.1","59236","32318","89836","21393","(X)","(X)","44.1","(X)","(X)","(X)","117","45","0.0","30.9","0.0","30.9","0.0","30.9","0.0","30.9","10.3","11.0","29.1","24.3","0.0","30.9","12.0","11.3","31.6","24.2","17.1","17.5","139375","95018","N","N","(X)","(X)","(X)","(X)","(X)","(X)","467","199","16.9","11.3","1.5","2.1","1.7","2.6","9.6","8.3","11.3","8.9","3.6","4.3","41.5","23.9","13.7","11.7","0.0","9.2","0.0","9.2","84031","45133","67259","14328","(X)","(X)","(X)","(X)","21.2","(X)",
"1400000US11001007808","Census Tract 78.08; District of Columbia; District of Columbia","1577","271","15.0","8.5","3.3","3.4","11.4","7.2","4.6","3.9","8.8","7.3","18.6","12.9","13.1","8.5","16.9","8.2","5.6","6.4","2.7","2.8","63457","20118","69681","12905","34.2","(X)","(X)","(X)","(X)","(X)","869","186","9.3","7.8","5.1","5.7","7.9","7.9","6.4","6.6","3.5","3.4","15.9","11.7","16.7","12.8","20.1","11.6","10.1","11.0","4.9","5.0","75842","25229","86882","18392","(X)","(X)","33.9","(X)","(X)","(X)","243","134","0.0","16.8","0.0","16.8","0.0","16.8","4.9","7.8","2.5","5.3","0.0","16.8","4.5","7.7","52.7","31.2","30.5","32.7","4.9","8.9","132813","31329","N","N","(X)","(X)","(X)","(X)","(X)","(X)","708","249","21.9","17.1","1.1","1.9","15.5","11.8","2.3","3.6","15.4","14.8","24.7","20.6","16.0","15.4","3.1","4.8","0.0","6.2","0.0","6.2","43136","27799","46311","13461","(X)","(X)","(X)","(X)","24.7","(X)",
